player_id,name,primary_position,birth_date,college,first_season,last_season,seasons_played,teams
skip-butler,Skip Butler,K,1947-10-21,,1971,1977,7,NYG;TEN
skip-hamilton,Skip Hamilton,DT,1959-05-14,,1987,1987,1,PHI
00-0007389,Skip Hicks,RB,1974-10-13,,1998,2002,5,CAR;TEN;WAS
skip-lane,Skip Lane,CB,1960-01-30,,1984,1987,2,KC;WAS
00-0010694,Skip McClendon,EDGE,1964-04-09,Arizona State; Northwestern; Butler County JC,1987,1993,7,CIN;IND;LAC
skip-thomas,Skip Thomas,CB,1950-02-07,,1972,1977,6,LV
skip-vanderbundt,Skip Vanderbundt,LB,1946-12-04,,1969,1978,10,NO;SF
00-0029868,Skye Dawson,WR,1990-12-02,,2013,2013,1,TB
00-0037327,Skylar Thompson,QB,1997-06-04,Kansas State,2022,2024,3,MIA
00-0024340,Skyler Green,WR,1984-09-12,,2006,2008,2,DAL;NO
00-0038090,Skyy Moore,WR,2000-09-10,Western Michigan,2022,2024,3,KC
00-0027091,Slade Norris,LB,1985-10-25,,2009,2010,2,JAX;LV
smiley-creswell,Smiley Creswell,CB,1959-12-11,,1985,1985,1,NE
smith-reed,Smith Reed,RB,1942-06-25,,1965,1966,2,NYG
00-0037540,Smoke Monday,CB,1999-02-19,Auburn,2022,2022,1,NO
smokey-stover,Smokey Stover,LB,1938-08-24,,1965,1966,2,KC
00-0037265,Snoop Conner,RB,2000-08-01,Mississippi,2022,2022,1,JAX
solomon-brannan,Solomon Brannan,CB,1941-09-05,,1965,1967,3,KC;NYJ
solomon-freelon,Solomon Freelon,LG,1951-02-19,,1972,1974,3,TEN
00-0036131,Solomon Kindley,LG,1997-07-03,Georgia,2020,2022,3,MIA;NYG
solomon-miller,Solomon Miller,WR,1964-12-06,,1986,1987,2,NYG;TB
00-0012499,Solomon Page,LG,1976-02-27,,1999,2003,5,DAL;LAC
00-0030839,Solomon Patton,WR,1990-10-17,,2014,2014,1,TB
00-0033870,Solomon Thomas,EDGE,1995-08-26,Stanford,2017,2024,8,LV;NYJ;SF
00-0017659,Solomon Wilcots,CB,1964-10-03,Colorado,1987,1992,6,CIN;MIN;PIT
sonny-bishop,Sonny Bishop,LG,1939-10-01,,1965,1969,5,TEN
sonny-brown,Sonny Brown,CB,1963-11-12,,1987,1987,1,TEN
sonny-campbell,Sonny Campbell,RB,1948-03-05,,1970,1971,2,ATL
sonny-collins,Sonny Collins,RB,1953-01-17,,1976,1976,1,ATL
sonny-davis,Sonny Davis,RB,1948-01-16,,1971,1971,1,PHI
sonny-gordon,Sonny Gordon,CB,1965-07-30,,1987,1987,1,TB
sonny-jurgensen,Sonny Jurgensen,QB,1934-08-23,,1965,1974,10,WAS
sonny-randle,Sonny Randle,WR,1936-01-06,,1965,1968,4,ARI;DAL;SF
00-0034845,Sony Michel,RB,1995-02-17,Georgia,2018,2023,5,NE;STL
spain-musgrove,Spain Musgrove,DT,1945-07-30,,1967,1970,4,TEN;WAS
spark-clark,Spark Clark,RB,1965-05-22,,1987,1987,1,PIT
speedy-duncan,Speedy Duncan,CB,1942-08-10,,1965,1974,10,LAC;WAS
speedy-neal,Speedy Neal,RB,1962-08-26,,1984,1984,1,BUF
speedy-thomas,Speedy Thomas,WR,1947-04-13,,1969,1974,6,CIN;NO
00-0038645,Spencer Anderson,LT,2000-06-07,Maryland,2023,2024,2,PIT
00-0036976,Spencer Brown,LT,1998-02-28,Northern Iowa,2021,2024,4,BUF
00-0037829,Spencer Burford,LG,2000-07-19,Texas-San Antonio,2022,2024,2,SF
spencer-burford,Spencer Burford,RG,,,2023,2023,1,SF
00-0032976,Spencer Drango,LG,1992-10-15,Baylor,2016,2019,3,CLE;LAC
00-0005377,Spencer Folau,LT,1973-04-05,,1997,2004,7,BAL;MIA;NO
00-0005891,Spencer George,RB,1973-10-28,,1997,1999,2,TEN
00-0030804,Spencer Hadley,LB,1989-10-30,,2014,2014,1,LV
00-0023832,Spencer Havner,LB,1983-02-02,,2008,2008,1,GB
00-0022610,Spencer Johnson,DT,1981-12-12,,2004,2012,9,BUF;MIN
00-0028347,Spencer Lanning,P,1988-05-21,South Carolina,2013,2014,2,CLE
00-0026323,Spencer Larsen,RB,1984-03-04,,2008,2013,4,DEN;TB
00-0031047,Spencer Long,C,1990-11-08,Nebraska,2014,2020,7,BUF;NYJ;SF;WAS
00-0028368,Spencer Paysinger,LB,1988-06-28,Oregon,2016,2016,1,MIA
00-0032911,Spencer Pulley,C,1993-04-04,Vanderbilt,2016,2020,5,LAC;NYG
00-0039376,Spencer Rattler,QB,2000-09-28,South Carolina,2024,2024,1,NO
00-0013570,Spencer Reid,LB,1976-02-08,,1998,2000,3,CAR;IND
00-0035587,Spencer Schnell,WR,1994-12-07,Illinois State,2019,2019,1,TB
00-0039576,Spencer Shrader,K,1999-05-19,Notre Dame,2024,2024,1,KC
spencer-thomas,Spencer Thomas,CB,1951-03-09,,1975,1976,2,IND;WAS
00-0016480,Spencer Tillman,RB,1964-04-21,Oklahoma,1987,1994,7,SF;TEN
00-0030414,Spencer Ware,RB,1991-11-23,Louisiana State,2015,2019,4,KC
00-0019553,Spergon Wynn,QB,1978-08-10,,2000,2001,2,CLE;MIN
spike-jones,Spike Jones,P,1947-07-09,,1970,1977,8,BUF;PHI;TEN
stacey-bailey,Stacey Bailey,WR,1960-02-10,,1982,1990,9,ATL
stacey-dawsey,Stacey Dawsey,WR,1965-10-24,,1987,1987,1,NO
00-0004301,Stacey Dillard,DT,1968-09-17,,1992,1995,4,NYG
stacey-driver,Stacey Driver,RB,1964-03-04,,1987,1987,1,CLE
00-0006623,Stacey Hairston,CB,1967-08-16,,1993,1994,2,CLE
00-0010240,Stacey Mack,RB,1975-06-26,,1999,2003,5,HOU;JAX
stacey-mobley,Stacey Mobley,WR,1965-09-15,,1987,1989,2,DET;STL
stacey-simmons,Stacey Simmons,WR,1968-08-05,,1990,1990,1,IND
stacey-toran,Stacey Toran,CB,1961-11-10,,1984,1988,5,LV
00-0022870,Stacy Andrews,LT,1981-06-02,,2004,2011,8,CIN;NYG;PHI;SEA
00-0033968,Stacy Coley,WR,1994-05-13,Miami (Fla.),2017,2017,1,MIN
stacy-gore,Stacy Gore,P,1963-05-20,,1987,1987,1,MIA
stacy-harvey,Stacy Harvey,LB,1965-03-08,,1989,1989,1,KC
00-0010066,Stacy Long,LG,1967-09-30,,1991,1991,1,CHI
00-0030515,Stacy McGee,DT,1990-01-17,Oklahoma,2013,2020,8,ARI;CAR;LV;WAS
stacy-price,Stacy Price,LB,1962-03-24,,1987,1987,1,LAC
stacy-robinson,Stacy Robinson,WR,1962-02-19,,1985,1990,6,NYG
00-0024137,Stacy Tutt,RB,1982-08-08,,2006,2007,2,NYJ
stafford-mays,Stafford Mays,EDGE,1958-03-13,,1980,1988,9,ARI;MIN
00-0003248,Stalin Colinet,EDGE,1974-07-17,,1997,2001,5,CLE;MIN
stan-adams,Stan Adams,LB,1960-05-22,,1984,1984,1,LV
stan-baker,Stan Baker,WR,1962-01-26,,1987,1987,1,DET
stan-black,Stan Black,S,1955-11-12,,1977,1977,1,SF
stan-blinka,Stan Blinka,LB,1957-04-29,,1979,1983,5,NYJ
00-0001803,Stan Brock,LT,1958-06-08,Colorado,1980,1995,16,LAC;NO
stan-brown,Stan Brown,WR,1949-08-04,,1971,1971,1,CLE
stan-cherry,Stan Cherry,LB,1950-11-02,,1973,1973,1,IND
00-0003101,Stan Clayton,LG,1965-01-31,,1988,1991,4,ATL;NE
stan-david,Stan David,CB,1962-02-17,,1984,1987,3,BUF;DEN;KC
stan-davis,Stan Davis,WR,1950-07-13,,1973,1973,1,PHI
stan-edwards,Stan Edwards,RB,1960-05-20,,1982,1987,6,DET;TEN
stan-eisenhooth,Stan Eisenhooth,LT,1963-07-08,,1987,1989,3,IND;SEA
stan-fritts,Stan Fritts,RB,1952-12-18,,1975,1976,2,CIN
00-0005869,Stan Gelbaugh,QB,1962-12-04,,1986,1996,9,ARI;BUF;SEA
stan-hindman,Stan Hindman,EDGE,1944-03-01,,1966,1974,7,SF
stan-holloway,Stan Holloway,LB,1957-09-28,,1980,1980,1,NO
00-0007921,Stan Humphries,QB,1965-04-14,,1989,1997,9,LAC;WAS
stan-hunter,Stan Hunter,WR,1963-11-29,,1987,1987,1,NYJ
stan-johnson,Stan Johnson,DT,1955-06-18,,1978,1978,1,KC
stan-jones,Stan Jones,DT,1931-11-24,,1965,1966,2,CHI;WAS
stan-lewis,Stan Lewis,EDGE,1953-09-11,,1975,1975,1,CLE
stan-mataele,Stan Mataele,DT,1963-06-24,,1987,1987,1,GB
stan-mitchell,Stan Mitchell,RB,1944-08-17,,1966,1970,5,MIA
00-0012883,Stan Petry,CB,1966-08-14,,1989,1991,3,KC;NO
stan-rogers,Stan Rogers,LT,1952-03-10,,1975,1975,1,DEN
stan-rome,Stan Rome,WR,1956-06-04,,1979,1982,4,KC
stan-sczurek,Stan Sczurek,LB,1937-03-07,,1965,1966,2,CLE;NYG
00-0015054,Stan Smagala,CB,1968-04-06,,1990,1992,3,DAL;PIT
stan-sytsma,Stan Sytsma,LB,1956-05-03,,1980,1980,1,ATL
stan-talley,Stan Talley,P,1958-09-05,,1987,1987,1,LV
00-0016328,Stan Thomas,LT,1968-10-28,,1991,1994,4,CHI;TEN
stan-waldemore,Stan Waldemore,LG,1955-02-20,,1978,1984,7,NYJ
stan-walters,Stan Walters,LT,1948-05-27,,1972,1983,12,CIN;PHI
stan-white,Stan White,LB,1949-10-24,,1972,1982,11,DET;IND
00-0017575,Stan White,QB,1971-08-14,,1994,1997,4,NYG
stan-winfrey,Stan Winfrey,RB,1953-02-20,,1975,1977,3,MIA
00-0008377,Stanford Jennings,RB,1962-03-12,Furman,1984,1991,8,CIN;NO
00-0023473,Stanford Routt,CB,1983-07-26,,2005,2012,8,KC;LV
stanley-blair,Stanley Blair,CB,1964-07-04,,1990,1990,1,ARI
00-0024566,Stanley Daniels,LG,1984-11-30,,2010,2010,1,DEN
00-0028178,Stanley Havili,RB,1987-11-14,,2012,2013,2,IND;PHI
00-0031239,Stanley Jean-Baptiste,CB,1990-04-12,Nebraska,2014,2018,4,BAL;NO;SEA
00-0024451,Stanley McClover,EDGE,1984-12-16,,2006,2008,3,CAR;HOU
stanley-morgan,Stanley Morgan,WR,1955-02-17,,1977,1990,14,IND;NE
00-0035399,Stanley Morgan,WR,1996-09-07,Nebraska,2019,2023,5,CIN
00-0013262,Stanley Pritchett,RB,1973-12-22,,1996,2004,9,ATL;CHI;MIA;PHI
00-0013655,Stanley Richard,S,1967-10-21,,1991,1998,8,LAC;WAS
stanley-scott,Stanley Scott,EDGE,1964-01-30,,1987,1987,1,MIA
stanley-shakespeare,Stanley Shakespeare,WR,1963-02-05,,1987,1987,1,TB
stanley-wilson,Stanley Wilson,RB,1961-08-23,,1983,1988,4,CIN
00-0023507,Stanley Wilson,CB,1982-11-05,,2005,2007,3,DET
00-0030425,Stansly Maponga,EDGE,1991-03-05,Texas Christian,2013,2015,3,ATL;NYG
00-0036315,Stantley Thomas-Oliver,CB,1998-06-04,Florida International,2020,2024,4,CAR;DET
00-0030455,Star Lotulelei,DT,1989-12-20,Utah,2013,2021,9,BUF;CAR
00-0038663,Starling Thomas V,CB,2000-01-25,Alabama-Birmingham,2023,2024,2,ARI
00-0030532,Stedman Bailey,WR,1990-11-11,,2013,2014,2,STL
00-0030132,Stefan Charles,DT,1988-06-09,Regina (Canada),2013,2017,5,BUF;DET;KC
stefan-humphries,Stefan Humphries,LG,1962-01-20,,1984,1988,4,CHI;DEN
00-0023555,Stefan LeFors,QB,1981-06-07,,2005,2005,1,CAR
00-0026491,Stefan Logan,WR,1981-06-02,,2009,2012,4,DET;PIT
00-0032350,Stefan McClure,S,1993-01-31,California,2016,2016,1,IND
00-0023147,Stefan Rodgers,LT,1981-11-03,,2008,2008,1,JAX
00-0027986,Stefen Wisniewski,LG,1989-03-22,Penn State,2011,2020,10,JAX;KC;LV;PHI
stefon-adams,Stefon Adams,CB,1963-08-11,,1986,1990,5,LV;MIA
00-0031588,Stefon Diggs,WR,1993-11-29,Maryland,2015,2024,10,BUF;HOU;MIN
stein-koss,Stein Koss,TE,1963-08-21,,1987,1987,1,KC
00-0030282,Stepfan Taylor,RB,1991-06-09,Stanford,2013,2016,4,ARI
00-0017934,Stepfret Williams,WR,1973-06-14,,1996,1998,3,CIN;DAL
00-0032570,Stephane Nembot,LT,1991-12-07,Colorado,2016,2017,2,BAL
00-0000166,Stephen Alexander,TE,1975-11-07,,1998,2007,10,DEN;DET;LAC;WAS
00-0032725,Stephen Anderson,TE,1993-01-30,California,2016,2022,6,ARI;HOU;LAC;NE
00-0000646,Stephen Baker,WR,1964-08-30,Fresno State; West Los Angeles College,1987,1992,6,NYG
00-0023954,Stephen Bowen,EDGE,1984-03-28,Hofstra,2006,2016,11,DAL;NYJ;WAS
00-0001604,Stephen Boyd,LB,1972-08-22,,1995,2001,7,DET
00-0001668,Stephen Braggs,CB,1965-08-29,Texas,1987,1993,7,CLE;MIA
00-0028174,Stephen Burton,WR,1989-12-11,,2011,2013,3,JAX;MIN
00-0035039,Stephen Carlson,TE,1996-12-12,Princeton,2019,2024,4,CHI;CLE
00-0004052,Stephen Davis,RB,1974-03-01,,1996,2006,11,CAR;STL;WAS
00-0028555,Stephen Franklin,LB,1988-09-26,,2011,2011,1,JAX
00-0029362,Stephen Goodin,LG,1988-08-25,,2013,2013,1,NYG
00-0024333,Stephen Gostkowski,K,1984-01-28,Memphis,2006,2020,14,NE;TEN
stephen-gostkowski,Stephen Gostkowski,K,,,2007,2007,1,NE
00-0036136,Stephen Guidry,WR,1997-03-25,Mississippi State,2020,2020,1,DAL
00-0025944,Stephen Hauschka,K,1985-06-29,North Carolina State,2008,2019,11,BAL;BUF;DEN;SEA
00-0028995,Stephen Hill,WR,1991-04-25,,2012,2013,2,NYJ
00-0007527,Stephen Hobbs,WR,1965-11-14,,1990,1993,4,WAS
00-0030685,Stephen Houston,RB,1991-10-28,,2016,2016,1,BAL
00-0027071,Stephen McGee,QB,1985-09-27,,2009,2011,3,DAL
00-0030825,Stephen Morris,QB,1992-08-27,Miami (Fla.),2014,2016,3,IND;JAX
stephen-neal,Stephen Neal,RG,,,2007,2007,1,NE
00-0027991,Stephen Paea,DT,1988-05-11,Oregon State,2011,2017,7,CHI;CLE;DAL;WAS
00-0022808,Stephen Peterman,LG,1982-01-11,,2005,2012,8,DAL;DET
00-0028139,Stephen Schilling,LT,1988-07-21,,2011,2014,4,LAC;SEA
00-0023108,Stephen Spach,TE,1982-07-18,,2005,2011,5,ARI;NE;PHI;STL
stephen-starring,Stephen Starring,WR,1961-07-30,,1983,1988,6,NE;TB
00-0036438,Stephen Sullivan,TE,1996-11-28,Louisiana State,2021,2023,3,CAR
00-0020094,Stephen Trejo,RB,1977-11-20,,2001,2004,4,DET
00-0024331,Stephen Tulloch,LB,1985-01-01,North Carolina State,2016,2016,1,PHI
00-0032448,Stephen Weatherly,EDGE,1994-03-19,Vanderbilt,2016,2022,7,CAR;CLE;DEN;MIN
00-0027349,Stephen Williams,WR,1986-06-29,,2010,2013,3,ARI;JAX
00-0029542,Stephon Gilmore,CB,1990-09-19,South Carolina,2012,2024,13,BUF;CAR;DAL;IND;MIN;NE
00-0024583,Stephon Heyer,LT,1984-01-16,,2007,2011,5,LV;WAS
00-0031412,Stephon Tuitt,EDGE,1993-05-23,Notre Dame,2014,2022,9,PIT
00-0032102,Stephone Anthony,LB,1992-07-28,Clemson,2016,2019,4,MIA;NO
00-0012505,Stephone Paige,WR,1961-10-15,Fresno State; Saddleback Community College,1983,1991,9,KC
00-0032344,Sterling Bailey,EDGE,1992-09-13,Georgia,2016,2016,1,IND
00-0036319,Sterling Hofrichter,P,1996-12-05,Syracuse,2020,2020,1,ATL
00-0028767,Sterling Moore,CB,1990-02-03,Southern Methodist,2011,2017,7,DAL;NE;NO;TB
00-0012523,Sterling Palmer,EDGE,1971-02-04,,1993,1996,4,WAS
00-0014723,Sterling Sharpe,WR,1965-04-06,,1988,1994,7,GB
00-0032385,Sterling Shepard,WR,1993-02-10,Oklahoma,2016,2024,9,NYG;TB
00-0037406,Sterling Weatherford,LB,1999-01-26,"Miami, O.",2022,2022,1,CHI
00-0039107,Stetson Bennett,QB,1997-10-28,Georgia,2023,2024,2,STL
00-0028011,Stevan Ridley,RB,1989-01-27,LSU,2011,2018,7,NE;NYJ;PIT
steve-ache,Steve Ache,LB,1962-03-16,,1987,1987,1,MIN
steve-alexakos,Steve Alexakos,LT,1946-12-15,,1970,1971,2,DEN;NYG
steve-alvers,Steve Alvers,TE,1957-04-04,,1981,1982,2,BUF;NYJ
steve-alvord,Steve Alvord,DT,1964-10-02,,1987,1988,2,ARI
steve-apke,Steve Apke,LB,1965-08-03,,1987,1987,1,PIT
steve-atkins,Steve Atkins,RB,1956-06-22,,1979,1981,3,GB;PHI
00-0000500,Steve Atwater,S,1966-10-28,,1989,1999,11,DEN;NYJ
steve-august,Steve August,LT,1954-09-04,,1977,1984,8,PIT;SEA
00-0000543,Steve Avery,RB,1966-08-18,,1989,1995,5,GB;PIT;TEN
00-0039058,Steve Avila,LG,1999-10-16,Texas Christian,2023,2024,2,STL
steve-baack,Steve Baack,LT,1960-11-16,,1984,1987,4,DET
steve-bartalo,Steve Bartalo,RB,1964-07-15,,1987,1988,2,SF;TB
steve-bartkowski,Steve Bartkowski,QB,1952-11-12,,1975,1986,12,ATL;STL;WAS
steve-baumgartner,Steve Baumgartner,EDGE,1951-03-26,,1973,1979,7,NO;TEN
00-0001218,Steve Beuerlein,QB,1965-03-07,,1988,2003,15,ARI;CAR;DAL;DEN;JAX;LV
steve-bird,Steve Bird,WR,1960-10-20,,1983,1984,2,ARI;LAC
steve-boadway,Steve Boadway,LB,1962-06-20,,1987,1987,1,DET
00-0001471,Steve Bono,QB,1962-05-11,UCLA,1985,1999,14,CAR;GB;KC;MIN;PIT;SF;STL
steve-bowman,Steve Bowman,RB,1944-11-30,,1966,1966,1,NYG
steve-bradley,Steve Bradley,QB,1963-07-16,,1987,1987,1,CHI
00-0001689,Steve Brannon,EDGE,1968-11-27,,1993,1993,1,NYG
00-0025529,Steve Breaston,WR,1983-08-20,,2007,2012,6,ARI;KC
steve-broussard,Steve Broussard,P,1947-07-19,,1975,1975,1,GB
00-0001868,Steve Broussard,RB,1967-02-22,,1990,1998,9,ATL;CIN;SEA
steve-brown,Steve Brown,CB,1960-05-20,,1983,1990,8,TEN
steve-bryan,Steve Bryan,EDGE,1964-05-06,,1987,1988,2,DEN
steve-bryant,Steve Bryant,WR,1959-10-10,,1982,1987,5,IND;TEN
steve-burks,Steve Burks,WR,1953-08-06,,1975,1977,3,NE
00-0002380,Steve Bush,TE,1974-07-04,,1997,2005,9,ARI;CIN;SF
steve-busick,Steve Busick,LB,1958-12-10,,1981,1987,7,DEN;LAC;STL
00-0022387,Steve Cargile,S,1982-06-02,,2004,2007,3,DAL;DEN
steve-carpenter,Steve Carpenter,CB,1958-01-22,,1980,1981,2,ARI;NYJ
steve-carter,Steve Carter,WR,1962-09-12,,1987,1987,1,TB
steve-chomyszak,Steve Chomyszak,DT,1944-02-27,,1966,1973,7,CIN;NYJ
00-0002975,Steve Christie,K,1967-11-13,,1990,2004,15,BUF;LAC;NYG;TB
steve-cisowski,Steve Cisowski,LT,1963-01-16,,1987,1987,1,DAL
steve-clark,Steve Clark,DT,1960-08-02,,1982,1987,5,BUF;MIA
steve-colavito,Steve Colavito,LB,1951-08-09,,1975,1975,1,PHI
steve-coleman,Steve Coleman,EDGE,1950-08-08,,1974,1974,1,DEN
steve-collier,Steve Collier,LT,1963-04-19,,1987,1988,2,GB
steve-conley,Steve Conley,RB,1949-03-09,,1972,1972,1,ARI
00-0003372,Steve Conley,LB,1972-01-18,,1996,1997,2,PIT
steve-corbett,Steve Corbett,LG,1951-08-11,,1975,1975,1,NE
steve-courson,Steve Courson,LG,1955-10-01,,1979,1985,7,PIT;TB
steve-cox,Steve Cox,P,1958-05-11,,1981,1988,8,CLE;WAS
steve-craig,Steve Craig,TE,1951-03-13,,1974,1978,5,MIN
steve-crosby,Steve Crosby,RB,1950-07-03,,1974,1976,3,NYG
steve-davis,Steve Davis,RB,1948-11-10,,1972,1976,5,NYJ;PIT
00-0004116,Steve DeBerg,QB,1954-01-19,San Jose State; Fullerton,1977,1998,18,ATL;DEN;KC;MIA;SF;TB
steve-deline,Steve DeLine,K,1961-08-19,,1988,1989,2,LAC;PHI
steve-delong,Steve DeLong,EDGE,1943-07-03,,1965,1972,8,CHI;LAC
00-0004209,Steve DeOssie,LB,1962-11-22,Boston College,1984,1995,12,DAL;NE;NYG;NYJ
steve-dils,Steve Dils,QB,1955-12-08,,1979,1989,11,ATL;MIN;STL
steve-doig,Steve Doig,LB,1960-03-28,,1982,1987,5,DET;NE
steve-duich,Steve Duich,LG,1946-02-28,,1968,1969,2,ATL;WAS
steve-durham,Steve Durham,EDGE,1958-10-11,,1982,1982,1,IND
00-0020799,Steve Edwards,LG,1979-02-20,,2002,2006,5,CHI;NYG
00-0004903,Steve Emtman,DT,1970-04-16,,1992,1997,6,IND;MIA;WAS
steve-engel,Steve Engel,RB,1947-10-13,,1970,1970,1,CLE
00-0005020,Steve Everitt,C,1970-08-21,,1993,2000,8,BAL;CLE;PHI;STL
00-0023917,Steve Fifita,DT,1982-05-16,,2007,2007,1,MIA
steve-finch,Steve Finch,WR,1961-01-02,,1987,1987,1,MIN
steve-fitzhugh,Steve Fitzhugh,CB,1963-01-28,,1987,1987,1,DEN
steve-foley,Steve Foley,S,1953-11-11,,1976,1986,11,DEN
00-0005384,Steve Foley,LB,1975-09-11,,1998,2001,4,CIN
steve-folsom,Steve Folsom,TE,1958-03-21,,1981,1990,6,DAL;NYG;PHI
steve-freeman,Steve Freeman,S,1953-05-08,,1975,1987,13,BUF;MIN
steve-fuller,Steve Fuller,QB,1957-01-05,,1979,1986,7,CHI;KC;STL
steve-furness,Steve Furness,DT,1950-12-05,Rhode Island,1972,1981,10,DET;PIT
00-0005660,Steve Gabbard,DT,1966-07-19,,1989,1991,2,GB;PHI
steve-gage,Steve Gage,CB,1964-05-10,,1987,1988,2,WAS
steve-gaunty,Steve Gaunty,WR,1957-05-03,,1979,1979,1,KC
steve-george,Steve George,DT,1951-04-11,,1974,1976,2,ARI;ATL
00-0019053,Steve Gleason,LB,1977-03-19,,2000,2001,2,NO
00-0006159,Steve Gordon,C,1969-04-15,,1992,1998,2,NE;SF
00-0006245,Steve Grant,LB,1969-12-23,,1992,1997,6,IND
00-0023998,Steve Gregory,CB,1983-01-08,,2006,2007,2,LAC
steve-griffin,Steve Griffin,RB,1963-12-17,,1987,1987,1,ATL;KC
steve-grogan,Steve Grogan,QB,1953-07-24,,1975,1990,16,NE
steve-haggerty,Steve Haggerty,WR,1953-05-17,,1975,1975,1,DEN
00-0006680,Steve Hall,CB,1973-04-15,,1996,1996,1,IND
steve-hamilton,Steve Hamilton,EDGE,1961-09-28,,1985,1988,4,WAS
steve-hammond,Steve Hammond,LB,1960-02-25,,1988,1988,1,NYJ
steve-harkey,Steve Harkey,RB,1949-08-03,,1971,1972,2,NYJ
steve-harris,Steve Harris,RB,1962-12-12,,1987,1987,1,MIN
00-0007078,Steve Harvey,LB,1971-04-21,,1995,1995,1,BUF
steve-hathaway,Steve Hathaway,LB,1962-04-26,,1984,1984,1,IND
00-0007131,Steve Hawkins,WR,1971-03-16,,1994,1994,1,NE
steve-haworth,Steve Haworth,CB,1961-09-16,,1983,1984,2,ATL
steve-heckard,Steve Heckard,WR,1943-04-12,,1965,1966,2,STL
00-0007213,Steve Heiden,TE,1976-09-21,,1999,2009,11,CLE;LAC
steve-heimkreiter,Steve Heimkreiter,LB,1957-06-09,,1980,1980,1,IND
00-0007264,Steve Hendrickson,LB,1966-08-30,,1990,1995,6,LAC;TEN
steve-henry,Steve Henry,CB,1957-03-05,,1979,1981,3,ARI;IND;NYG
00-0019248,Steve Herndon,LG,1977-05-25,,2001,2004,4,ATL;DEN
steve-hirsch,Steve Hirsch,CB,1962-05-18,,1987,1987,1,DET
steve-holden,Steve Holden,WR,1951-08-02,,1973,1977,5,CIN;CLE
steve-holloway,Steve Holloway,TE,1964-08-23,,1987,1987,1,TB
steve-howell,Steve Howell,RB,1956-12-20,,1979,1981,3,MIA
00-0007831,Steve Hoyem,LT,1970-11-12,,1994,1994,1,BUF
00-0020466,Steve Hutchinson,LG,1977-11-01,,2001,2012,12,MIN;SEA;TEN
steve-hyche,Steve Hyche,LB,1963-06-12,,1989,1993,4,ARI;CHI
00-0008027,Steve Ingram,LT,1971-05-08,,1995,1999,4,JAX;TB
00-0034087,Steve Ishmael,WR,1995-07-18,Syracuse,2019,2019,1,IND
00-0008063,Steve Israel,CB,1969-03-16,,1992,2001,10,NE;NO;SF;STL
steve-jackson,Steve Jackson,LB,1942-12-08,,1966,1977,3,LV;WAS
00-0008193,Steve Jackson,CB,1969-04-08,,1991,1999,9,TEN
steve-jacobson,Steve Jacobson,EDGE,1962-11-18,,1987,1987,1,MIA
steve-joachim,Steve Joachim,QB,1952-03-27,,1976,1976,1,NYJ
steve-johnson,Steve Johnson,TE,1965-06-22,,1988,1988,1,NE
00-0026364,Steve Johnson,WR,1986-07-22,Kentucky,2008,2016,9,BUF;LAC;SF
steve-jones,Steve Jones,RB,1951-03-06,,1973,1978,6,ARI;BUF
00-0008927,Steve Jordan,TE,1961-01-10,Brown,1982,1994,13,MIN
steve-jordan,Steve Jordan,K,1963-03-20,,1987,1987,1,IND
00-0021984,Steve Josue,LB,1980-04-05,,2004,2004,1,GB
00-0026341,Steve Justice,C,1984-05-26,,2008,2008,1,IND
steve-kaufusi,Steve Kaufusi,EDGE,1963-10-18,,1989,1990,2,PHI
steve-kenney,Steve Kenney,LG,1955-12-26,,1980,1986,7,DET;PHI
steve-kiner,Steve Kiner,LB,1947-06-12,,1970,1978,8,DAL;NE;TEN
steve-king,Steve King,LB,1951-06-10,,1973,1981,9,NE
steve-kinney,Steve Kinney,LT,1949-06-27,,1973,1974,2,CHI
steve-knight,Steve Knight,LG,1961-03-13,,1987,1988,2,IND
steve-knutson,Steve Knutson,LG,1951-10-05,,1976,1978,3,GB;SF
steve-korte,Steve Korte,LG,1960-01-15,,1983,1990,8,NO
steve-kreider,Steve Kreider,WR,1958-05-12,,1979,1986,8,CIN
steve-largent,Steve Largent,WR,1954-09-28,,1976,1989,14,SEA
steve-lawson,Steve Lawson,LG,1949-01-04,,1971,1977,7,CIN;MIN;SF
00-0009946,Steve Lindsey,K,1974-11-25,,1999,2000,2,DEN;JAX
steve-little,Steve Little,K,1956-02-19,,1978,1980,3,ARI
00-0010024,Steve Lofton,CB,1968-11-26,,1991,1999,8,ARI;CAR;NE
00-0032470,Steve Longa,LB,1994-09-29,Rutgers,2017,2019,3,DET
steve-lubischer,Steve Lubischer,LB,1962-06-29,,1987,1987,1,MIA
steve-luke,Steve Luke,S,1953-09-04,,1975,1980,6,GB
steve-maidlow,Steve Maidlow,LB,1960-06-06,,1983,1987,4,BUF;CIN
00-0027567,Steve Maneri,LT,1988-03-20,,2011,2012,2,KC
steve-marks,Steve Marks,WR,1964-07-05,,1987,1987,1,STL
steve-martin,Steve Martin,EDGE,1964-12-24,,1987,1987,1,WAS
00-0010472,Steve Martin,DT,1974-05-31,,1996,2004,8,HOU;IND;KC;MIN;NYJ;PHI
00-0010561,Steve Matthews,QB,1970-10-13,,1994,1998,5,JAX;KC;TEN
00-0010966,Steve McKinney,LG,1975-10-15,,1998,2008,11,HOU;IND;SEA
00-0026564,Steve McLendon,DT,1986-01-03,Troy,2010,2021,11,NYJ;PIT;TB
